#node1	node2	node1_accession	node2_accession	onset_condition	terminus_condition	onset	terminus	type	confidence_score_G1	confidence_score_S	confidence_score_G2	confidence_score_M	cluster	abundance_G1	abundance_S	abundance_G2	abundance_M
CCNA2	MAGEA1	P20248	P43355	 S	 G2	2	3	Provided	0	0.159438395	0.046750716	0	1	0	5.6	1.6	0
CCNB1	MAGEA1	P14635	P43355	 M		4	5	Provided	0	0	0.008832092	0.053382521	1	0	0	0.3	1.9
DDB1	CDKN1B	Q16531	P46527			Inf	Inf	STRING	0.379	0.379	0.379	0.379					
CUL1	CDKN1B	Q13616	P46527			Inf	Inf	STRING	0.32	0.32	0.32	0.32					
XPO1	CDKN1B	O14980	P46527			Inf	Inf	STRING	0.379	0.379	0.379	0.379					
CDK7	CDKN1B	P50613	P46527			Inf	Inf	STRING	0.311	0.311	0.311	0.311					
YWHAQ	CDKN1B	P27348	P46527			Inf	Inf	STRING	0.403	0.403	0.403	0.403					
CCNE1	CDKN1B	P24864-1	P46527	G1	 G2	1	3	Provided	0.437153773	0.088643744	0	0	1	15.3	3.1	0	0
CDKN1A	CDKN1B	P38936	P46527			Inf	Inf	STRING	0.689	0.689	0.689	0.689					
CKS1B	CDKN1B	P61024	P46527			Inf	Inf	STRING	0.674	0.674	0.674	0.674					
CCNA2	CDKN1B	P20248	P46527	 S	 M	2	4	Provided	0	0.135535817	0.057100287	0	1	0	4.7	2	0
WEE1	CDKN1B	P30291	P46527			Inf	Inf	STRING	0.115	0.115	0.115	0.115					
CDK2	CDKN1B	P24941	P46527			Inf	Inf	STRING	0.991	0.991	0.991	0.991					
RBL2	CDKN1B	Q08999	P46527			Inf	Inf	STRING	0.149	0.149	0.149	0.149					
CCNA2	CDKN1B	P20248	P46527			Inf	Inf	Both	0.998	0.998	0.998	0.998					
CCNB1	CDKN1B	P14635	P46527			Inf	Inf	STRING	0.994	0.994	0.994	0.994					
CDK5	CDKN1B	Q00535	P46527			Inf	Inf	STRING	0.811	0.811	0.811	0.811					
YWHAZ	CDKN1B	P63104	P46527			Inf	Inf	STRING	0.379	0.379	0.379	0.379					
YWHAG	CDKN1B	P61981	P46527			Inf	Inf	STRING	0.379	0.379	0.379	0.379					
CKS2	CDKN1B	P33552	P46527			Inf	Inf	STRING	0.817	0.817	0.817	0.817					
RPL13A	RPL27A	P40429	P46776			Inf	Inf	STRING	0.991	0.991	0.991	0.991					
RPS19	RPL27A	P39019	P46776			Inf	Inf	STRING	0.992	0.992	0.992	0.992					
RPS8	RPL27A	P62241	P46776			Inf	Inf	STRING	0.992	0.992	0.992	0.992					
CCNA2	RPL27A	P20248	P46776	 S	 M	2	4	Provided	0	0.388252149	0.200902579	0	1	0	13.6	7	0
RPLP0	RPL27A	P05388	P46776			Inf	Inf	STRING	0.991	0.991	0.991	0.991					
RPL23A	RPL27A	A8MUS3	P46776			Inf	Inf	STRING	0.992	0.992	0.992	0.992					
RPL35A	RPL27A	P18077	P46776			Inf	Inf	STRING	0.991	0.991	0.991	0.991					
RPL10A	RPL27A	P62906	P46776			Inf	Inf	STRING	0.991	0.991	0.991	0.991					
RPS17	RPL27A	P08708	P46776			Inf	Inf	STRING	0.96	0.96	0.96	0.96					
RPL5	RPL27A	P46777	P46776			Inf	Inf	STRING	0.991	0.991	0.991	0.991					
RPL21	RPL27A	P46778	P46776			Inf	Inf	STRING	0.991	0.991	0.991	0.991					
RPL31	RPL27A	P62899	P46776			Inf	Inf	STRING	0.962	0.962	0.962	0.962					
RPL9	RPL27A	P32969	P46776			Inf	Inf	STRING	0.992	0.992	0.992	0.992					
RPL22	RPL27A	P35268	P46776			Inf	Inf	STRING	0.992	0.992	0.992	0.992					
RPL18	RPL27A	Q07020	P46776			Inf	Inf	STRING	0.991	0.991	0.991	0.991					
RPS20	RPL27A	B4DW28	P46776			Inf	Inf	STRING	0.964	0.964	0.964	0.964					
RPL14	RPL27A	P50914	P46776			Inf	Inf	STRING	0.991	0.991	0.991	0.991					
RPS5	RPL27A	P46782	P46776			Inf	Inf	STRING	0.981	0.981	0.981	0.981					
RPSA	RPL27A	P08865	P46776			Inf	Inf	STRING	0.991	0.991	0.991	0.991					
RPL27	RPL27A	P61353	P46776			Inf	Inf	STRING	0.992	0.992	0.992	0.992					
EIF4B	RPL27A	P23588	P46776			Inf	Inf	STRING	0.263	0.263	0.263	0.263					
RPS28	RPL27A	P62857	P46776			Inf	Inf	STRING	0.96	0.96	0.96	0.96					
RPL14	RPL5	P50914	P46777			Inf	Inf	STRING	0.986	0.986	0.986	0.986					
RPS5	RPL5	P46782	P46777			Inf	Inf	STRING	0.989	0.989	0.989	0.989					
RPS28	RPL5	P62857	P46777			Inf	Inf	STRING	0.979	0.979	0.979	0.979					
RPL18	RPL5	Q07020	P46777			Inf	Inf	STRING	0.992	0.992	0.992	0.992					
RPS20	RPL5	B4DW28	P46777			Inf	Inf	STRING	0.922	0.922	0.922	0.922					
RPLP0	RPL5	P05388	P46777			Inf	Inf	STRING	0.991	0.991	0.991	0.991					
RPL27	RPL5	P61353	P46777			Inf	Inf	STRING	0.992	0.992	0.992	0.992					
RPS8	RPL5	P62241	P46777			Inf	Inf	STRING	0.988	0.988	0.988	0.988					
CCNA2	RPL5	P20248	P46777	 S	 M	2	4	Provided	0	0.057756447	0.144323782	0	2	0	2	5	0
RPL31	RPL5	P62899	P46777			Inf	Inf	STRING	0.935	0.935	0.935	0.935					
RPL35A	RPL5	P18077	P46777			Inf	Inf	STRING	0.977	0.977	0.977	0.977					
RPL10A	RPL5	P62906	P46777			Inf	Inf	STRING	0.991	0.991	0.991	0.991					
XPO1	RPL5	O14980	P46777			Inf	Inf	STRING	0.052	0.052	0.052	0.052					
RPL23A	RPL5	A8MUS3	P46777			Inf	Inf	STRING	0.991	0.991	0.991	0.991					
RPL13A	RPL5	P40429	P46777			Inf	Inf	STRING	0.988	0.988	0.988	0.988					
RPL9	RPL5	P32969	P46777			Inf	Inf	STRING	0.986	0.986	0.986	0.986					
RPS19	RPL5	P39019	P46777			Inf	Inf	STRING	0.985	0.985	0.985	0.985					
RPL23A	RPL21	A8MUS3	P46778			Inf	Inf	STRING	0.991	0.991	0.991	0.991					
RPL22	RPL21	P35268	P46778			Inf	Inf	STRING	0.994	0.994	0.994	0.994					
RPS19	RPL21	P39019	P46778			Inf	Inf	STRING	0.991	0.991	0.991	0.991					
RPL31	RPL21	P62899	P46778			Inf	Inf	STRING	0.961	0.961	0.961	0.961					
RPL14	RPL21	P50914	P46778			Inf	Inf	STRING	0.991	0.991	0.991	0.991					
RPL13A	RPL21	P40429	P46778			Inf	Inf	STRING	0.991	0.991	0.991	0.991					
RPL9	RPL21	P32969	P46778			Inf	Inf	STRING	0.992	0.992	0.992	0.992					
RPS5	RPL21	P46782	P46778			Inf	Inf	STRING	0.991	0.991	0.991	0.991					
RPLP0	RPL21	P05388	P46778			Inf	Inf	STRING	0.992	0.992	0.992	0.992					
RPS17	RPL21	P08708	P46778			Inf	Inf	STRING	0.99	0.99	0.99	0.99					
RPL18	RPL21	Q07020	P46778			Inf	Inf	STRING	0.991	0.991	0.991	0.991					
CCNA2	RPL21	P20248	P46778	 S	 G2	2	3	Provided	0	0.066472779	0.023369054	0	1	0	2.3	0.8	0
RPS20	RPL21	B4DW28	P46778			Inf	Inf	STRING	0.961	0.961	0.961	0.961					
RPS8	RPL21	P62241	P46778			Inf	Inf	STRING	0.992	0.992	0.992	0.992					
RPL27	RPL21	P61353	P46778			Inf	Inf	STRING	0.992	0.992	0.992	0.992					
RPS28	RPL21	P62857	P46778			Inf	Inf	STRING	0.991	0.991	0.991	0.991					
RPL35A	RPL21	P18077	P46778			Inf	Inf	STRING	0.992	0.992	0.992	0.992					
RPL5	RPL21	P46777	P46778			Inf	Inf	STRING	0.992	0.992	0.992	0.992					
RPSA	RPL21	P08865	P46778			Inf	Inf	STRING	0.991	0.991	0.991	0.991					
CCNB1	RPL21	P14635	P46778	 M		4	5	Provided	0	0	0.036338109	0.063358166	1	0	0	1.3	2.2
RPL10A	RPL21	P62906	P46778			Inf	Inf	STRING	0.992	0.992	0.992	0.992					
ILF2	RPL21	Q12905	P46778			Inf	Inf	STRING	0.354	0.354	0.354	0.354					
CCNB1	RPS5	P14635	P46782	 M		4	5	Provided	0	0	0.036358166	0.068005731	1	0	0	1.3	2.4
RPS28	SRP9	P62857	P49458			Inf	Inf	STRING	0.861	0.861	0.861	0.861					
RPL27	SRP9	P61353	P49458			Inf	Inf	STRING	0.958	0.958	0.958	0.958					
RPL27A	SRP9	P46776	P49458			Inf	Inf	STRING	0.651	0.651	0.651	0.651					
RPL13	SRP9	P26373	P49458			Inf	Inf	STRING	0.651	0.651	0.651	0.651					
RPL31	SRP9	P62899	P49458			Inf	Inf	STRING	0.8	0.8	0.8	0.8					
RPS8	SRP9	P62241	P49458			Inf	Inf	STRING	0.939	0.939	0.939	0.939					
RPL23A	SRP9	A8MUS3	P49458			Inf	Inf	STRING	0.958	0.958	0.958	0.958					
RPL3	SRP9	P39023	P49458			Inf	Inf	STRING	0.69	0.69	0.69	0.69					
RPL18	SRP9	Q07020	P49458			Inf	Inf	STRING	0.799	0.799	0.799	0.799					
RPSA	SRP9	P08865	P49458			Inf	Inf	STRING	0.888	0.888	0.888	0.888					
RPL13A	SRP9	P40429	P49458			Inf	Inf	STRING	0.73	0.73	0.73	0.73					
CCNB1	SRP9	P14635	P49458	 M		4	5	Provided	0	0	0.031432665	0.08204298	1	0	0	1.1	2.9
RPL35A	SRP9	P18077	P49458			Inf	Inf	STRING	0.958	0.958	0.958	0.958					
RPLP0	SRP9	P05388	P49458			Inf	Inf	STRING	0.957	0.957	0.957	0.957					
RPS20	SRP9	B4DW28	P49458			Inf	Inf	STRING	0.748	0.748	0.748	0.748					
RPS5	SRP9	P46782	P49458			Inf	Inf	STRING	0.86	0.86	0.86	0.86					
RPS21	SRP9	P63220	P49458			Inf	Inf	STRING	0.858	0.858	0.858	0.858					
RPS19	SRP9	P39019	P49458			Inf	Inf	STRING	0.877	0.877	0.877	0.877					
RPL4	SRP9	P36578	P49458			Inf	Inf	STRING	0.732	0.732	0.732	0.732					
RPL14	SRP9	P50914	P49458			Inf	Inf	STRING	0.616	0.616	0.616	0.616					
RPL9	SRP9	P32969	P49458			Inf	Inf	STRING	0.957	0.957	0.957	0.957					
RPL22	SRP9	P35268	P49458			Inf	Inf	STRING	0.958	0.958	0.958	0.958					
RPL5	SRP9	P46777	P49458			Inf	Inf	STRING	0.651	0.651	0.651	0.651					
RPL21	SRP9	P46778	P49458			Inf	Inf	STRING	0.957	0.957	0.957	0.957					
RPS17	SRP9	P08708	P49458			Inf	Inf	STRING	0.832	0.832	0.832	0.832					
CCNA2	CDKN1C	P20248	P49918-1	 S	 M	2	4	Provided	0	0.137054441	0.13617192	0	1	0	4.8	4.8	0
CCNE1	CDKN1C	P24864-1	P49918-1	G1	 G2	1	3	Provided	1.001260745	0.118424069	0	0	1	34.9	4.1	0	0
CCNH	CDK7	P51946	P50613			Inf	Inf	STRING	0.998	0.998	0.998	0.998					
CCNA2	CDK7	P20248	P50613	 S	 M	2	4	Provided	0	0.278858166	0.18815616	0	1	0	9.7	6.6	0
HNRNPF	CDK7	P52597	P50613			Inf	Inf	STRING	0.86	0.86	0.86	0.86					
GTF2H2	CDK7	Q13888	P50613			Inf	Inf	STRING	0.764	0.764	0.764	0.764					
CKS2	CDK7	P33552	P50613			Inf	Inf	STRING	0.085	0.085	0.085	0.085					
CCNA2	CDK7	P20248	P50613			Inf	Inf	Both	0.451	0.451	0.451	0.451					
CCNE1	CDK7	P24864-1	P50613	G1	 G2	1	3	Provided	0.217051576	0.455316619	0	0	2	7.6	15.9	0	0
CDK2	CDK7	P24941	P50613			Inf	Inf	STRING	0.539	0.539	0.539	0.539					
CKS1B	CDK7	P61024	P50613			Inf	Inf	STRING	0.085	0.085	0.085	0.085					
MNAT1	CDK7	P51948	P50613			Inf	Inf	STRING	0.998	0.998	0.998	0.998					
CDK5	CDK7	Q00535	P50613			Inf	Inf	STRING	0.354	0.354	0.354	0.354					
RPL9	RPL14	P32969	P50914			Inf	Inf	STRING	0.992	0.992	0.992	0.992					
RPS19	RPL14	P39019	P50914			Inf	Inf	STRING	0.991	0.991	0.991	0.991					
CCNE1	RPL14	P24864-1	P50914	G1	 S	1	2	Provided	0.052034384	0.042308883	0	0	2	1.8	1.5	0	0
RPLP0	RPL14	P05388	P50914			Inf	Inf	STRING	0.99	0.99	0.99	0.99					
RPS5	RPL14	P46782	P50914			Inf	Inf	STRING	0.99	0.99	0.99	0.99					
RPL23A	RPL14	A8MUS3	P50914			Inf	Inf	STRING	0.991	0.991	0.991	0.991					
RPS20	RPL14	B4DW28	P50914			Inf	Inf	STRING	0.961	0.961	0.961	0.961					
RPL27	RPL14	P61353	P50914			Inf	Inf	STRING	0.991	0.991	0.991	0.991					
CCNA2	RPL14	P20248	P50914	 S	 M	2	4	Provided	0	0.238147564	0.101861032	0	1	0	8.3	3.6	0
CCNB1	RPL14	P14635	P50914	 M		4	5	Provided	0	0	0.024806304	0.107217765	1	0	0	0.9	3.7
RPL18	RPL14	Q07020	P50914			Inf	Inf	STRING	0.991	0.991	0.991	0.991					
RPL31	RPL14	P62899	P50914			Inf	Inf	STRING	0.96	0.96	0.96	0.96					
RPS28	RPL14	P62857	P50914			Inf	Inf	STRING	0.99	0.99	0.99	0.99					
RPS8	RPL14	P62241	P50914			Inf	Inf	STRING	0.991	0.991	0.991	0.991					
RPL35A	RPL14	P18077	P50914			Inf	Inf	STRING	0.991	0.991	0.991	0.991					
G3BP1	FXR2	Q13283	P51116			Inf	Inf	STRING	0.252	0.252	0.252	0.252					
CCNA2	FXR2	P20248	P51116	 S	 M	2	4	Provided	0	0.15439255	0.074014327	0	1	0	5.4	2.6	0
NCL	FXR2	P19338	P51116			Inf	Inf	STRING	0.13	0.13	0.13	0.13					
RPLP0	FXR2	P05388	P51116			Inf	Inf	STRING	0.09	0.09	0.09	0.09					
CCNB1	FXR2	P14635	P51116	 M		4	5	Provided	0	0	0.010232951	0.111630372	1	0	0	0.4	3.9
CCNB1	RAB5C	P14635	P51148	 M		4	5	Provided	0	0	0.028685005	0.074573066	1	0	0	1	2.6
RAB14	RAB7A	P61106	P51149			Inf	Inf	STRING	0.154	0.154	0.154	0.154					
PPP2R1A	RAB7A	P30153	P51149			Inf	Inf	STRING	0.393	0.393	0.393	0.393					
CCNB1	RAB7A	P14635	P51149	 M		4	5	Provided	0	0	0.029983572	0.070547278	1	0	0	1	2.5
ANXA2	RAB7A	Q6N0B3	P51149			Inf	Inf	STRING	0.41	0.41	0.41	0.41					
RAB5C	RAB7A	P51148	P51149			Inf	Inf	STRING	0.835	0.835	0.835	0.835					
RAB1B	RAB7A	Q9H0U4	P51149			Inf	Inf	STRING	0.39	0.39	0.39	0.39					
VCP	RAB7A	P55072	P51149			Inf	Inf	STRING	0.098	0.098	0.098	0.098					
CDC73	CCNH	Q6P1J9	P51946			Inf	Inf	STRING	0.087	0.087	0.087	0.087					
CCNA2	CCNH	P20248	P51946	 S	 M	2	4	Provided	0	0.123974212	0.130911175	0	1	0	4.3	4.6	0
CKS1B	CCNH	P61024	P51946			Inf	Inf	STRING	0.128	0.128	0.128	0.128					
CDK2	CCNH	P24941	P51946			Inf	Inf	STRING	0.523	0.523	0.523	0.523					
GTF2H2	CCNH	Q13888	P51946			Inf	Inf	STRING	0.995	0.995	0.995	0.995					
CCNA2	CCNH	P20248	P51946			Inf	Inf	Both	0.053	0.053	0.053	0.053					
PTBP1	CCNH	Q9BUQ0	P51946			Inf	Inf	STRING	0.4	0.4	0.4	0.4					
CKS2	CCNH	P33552	P51946			Inf	Inf	STRING	0.128	0.128	0.128	0.128					
CDK5	CCNH	Q00535	P51946			Inf	Inf	STRING	0.053	0.053	0.053	0.053					
HNRNPF	CCNH	P52597	P51946			Inf	Inf	STRING	0.816	0.816	0.816	0.816					
CCNE1	CCNH	P24864-1	P51946	G1	 G2	1	3	Provided	0.224722063	0.256547278	0	0	2	7.8	9	0	0
MNAT1	CCNH	P51948	P51946			Inf	Inf	STRING	0.998	0.998	0.998	0.998					
CCNE1	MNAT1	P24864-1	P51948	G1	 G2	1	3	Provided	0.10382808	0.165954155	0	0	2	3.6	5.8	0	0
ACTG1	MNAT1	P63261	P51948			Inf	Inf	STRING	0.618	0.618	0.618	0.618					
GTF2H2	MNAT1	Q13888	P51948			Inf	Inf	STRING	0.998	0.998	0.998	0.998					
CCNA2	MNAT1	P20248	P51948	 S	 M	2	4	Provided	0	0.309856734	0.215412607	0	1	0	10.8	7.5	0
CDK2	MNAT1	P24941	P51948			Inf	Inf	STRING	0.233	0.233	0.233	0.233					
CCNB1	HNRNPF	P14635	P52597	 M		4	5	Provided	0	0	0.020320057	0.068692455	1	0	0	0.7	2.4
CCNB1	MSH6	P14635	P52701-1	 G2	 M	3	4	Provided	0	0	0.084541547	0.042157593	2	0	0	3	1.5
WEE1	PLK1	P30291	P53350			Inf	Inf	STRING	0.438	0.438	0.438	0.438					
CCNB1	PLK1	P14635	P53350	 M		4	5	Provided	0	0	0.01184384	0.195191977	1	0	0	0.4	6.8
PSMC6	PLK1	P62333	P53350			Inf	Inf	STRING	0.125	0.125	0.125	0.125					
CDC20	PLK1	Q12834	P53350			Inf	Inf	STRING	0.994	0.994	0.994	0.994					
EIF4B	PLK1	P23588	P53350			Inf	Inf	STRING	0.294	0.294	0.294	0.294					
CUL1	PLK1	Q13616	P53350			Inf	Inf	STRING	0.129	0.129	0.129	0.129					
CCNA2	VCP	P20248	P55072	 S	 M	2	4	Provided	0	0.090544413	0.121229226	0	1	0	3.2	4.2	0
XRCC5	VCP	P13010	P55072			Inf	Inf	STRING	0.05	0.05	0.05	0.05					
RPS8	VCP	P62241	P55072			Inf	Inf	STRING	0.313	0.313	0.313	0.313					
ACTG1	VCP	P63261	P55072			Inf	Inf	STRING	0.127	0.127	0.127	0.127					
G3BP1	VCP	Q13283	P55072			Inf	Inf	STRING	0.118	0.118	0.118	0.118					
HIST1H2BB	VCP	Q16778	P55072			Inf	Inf	STRING	0.07	0.07	0.07	0.07					
RBBP4	VCP	Q09028	P55072			Inf	Inf	STRING	0.387	0.387	0.387	0.387					
PSMC6	VCP	P62333	P55072			Inf	Inf	STRING	0.167	0.167	0.167	0.167					
YWHAQ	VCP	P27348	P55072			Inf	Inf	STRING	0.178	0.178	0.178	0.178					
FLNB	VCP	B2ZZ83	P55072			Inf	Inf	STRING	0.392	0.392	0.392	0.392					
CCNB1	EIF3B	P14635	P55884-2	 M		4	5	Provided	0	0	0.027100573	0.058799427	1	0	0	0.9	2.1
PSMC6	EIF3E	P62333	P60228			Inf	Inf	STRING	0.348	0.348	0.348	0.348					
RPS20	EIF3E	B4DW28	P60228			Inf	Inf	STRING	0.844	0.844	0.844	0.844					
RPL4	EIF3E	P36578	P60228			Inf	Inf	STRING	0.616	0.616	0.616	0.616					
RPS11	EIF3E	P62280	P60228			Inf	Inf	STRING	0.96	0.96	0.96	0.96					
PPP2R1A	EIF3E	P30153	P60228			Inf	Inf	STRING	0.417	0.417	0.417	0.417					
EIF4B	EIF3E	P23588	P60228			Inf	Inf	STRING	0.732	0.732	0.732	0.732					
RPS28	EIF3E	P62857	P60228			Inf	Inf	STRING	0.966	0.966	0.966	0.966					
EIF2S1	EIF3E	P05198	P60228			Inf	Inf	STRING	0.809	0.809	0.809	0.809					
EIF3A	EIF3E	Q14152	P60228			Inf	Inf	STRING	0.993	0.993	0.993	0.993					
RPS19	EIF3E	P39019	P60228			Inf	Inf	STRING	0.762	0.762	0.762	0.762					
CCNB1	EIF3E	P14635	P60228	 M		4	5	Provided	0	0	0.024618625	0.067395415	1	0	0	0.9	2.4
RPS5	EIF3E	P46782	P60228			Inf	Inf	STRING	0.96	0.96	0.96	0.96					
RPSA	EIF3E	P08865	P60228			Inf	Inf	STRING	0.958	0.958	0.958	0.958					
DDX3X	EIF3E	O00571	P60228			Inf	Inf	STRING	0.238	0.238	0.238	0.238					
RPS12	EIF3E	P25398	P60228			Inf	Inf	STRING	0.967	0.967	0.967	0.967					
RPS21	EIF3E	P63220	P60228			Inf	Inf	STRING	0.731	0.731	0.731	0.731					
SLIRP	EIF3E	Q9GZT3	P60228			Inf	Inf	STRING	0.363	0.363	0.363	0.363					
RPS17	EIF3E	P08708	P60228			Inf	Inf	STRING	0.96	0.96	0.96	0.96					
CCNB1	EIF3E	P14635	P60228			Inf	Inf	Both	0.142	0.142	0.142	0.142					
RPS8	EIF3E	P62241	P60228			Inf	Inf	STRING	0.755	0.755	0.755	0.755					
CKS2	CKS1B	P33552	P61024			Inf	Inf	STRING	0.825	0.825	0.825	0.825					
CCNA2	CKS1B	P20248	P61024	 S	 M	2	4	Provided	0	0.662645654	0.836618911	0	1	0	23.1	29.2	0
WEE1	CKS1B	P30291	P61024			Inf	Inf	STRING	0.172	0.172	0.172	0.172					
CDC20	CKS1B	Q12834	P61024			Inf	Inf	STRING	0.741	0.741	0.741	0.741					
CCNB1	CKS1B	P14635	P61024	 G2		3	5	Provided	0	0	0.492438395	0.473370583	2	0	0	17.2	16.5
PSMC6	CKS1B	P62333	P61024			Inf	Inf	STRING	0.084	0.084	0.084	0.084					
CDKN1A	CKS1B	P38936	P61024			Inf	Inf	STRING	0.674	0.674	0.674	0.674					
CUL1	CKS1B	Q13616	P61024			Inf	Inf	STRING	0.133	0.133	0.133	0.133					
YWHAZ	RAB10	P63104	P61026			Inf	Inf	STRING	0.084	0.084	0.084	0.084					
YWHAQ	RAB10	P27348	P61026			Inf	Inf	STRING	0.084	0.084	0.084	0.084					
RAB5C	RAB10	P51148	P61026			Inf	Inf	STRING	0.495	0.495	0.495	0.495					
YWHAG	RAB10	P61981	P61026			Inf	Inf	STRING	0.084	0.084	0.084	0.084					
CCNB1	RAB10	P14635	P61026	 M		4	5	Provided	0	0	0.030627507	0.098323782	1	0	0	1.1	3.4
RAB1B	RAB10	Q9H0U4	P61026			Inf	Inf	STRING	0.192	0.192	0.192	0.192					
RAB7A	RAB10	P51149	P61026			Inf	Inf	STRING	0.419	0.419	0.419	0.419					
RAB14	RAB10	P61106	P61026			Inf	Inf	STRING	0.079	0.079	0.079	0.079					
YWHAZ	RAB14	P63104	P61106			Inf	Inf	STRING	0.166	0.166	0.166	0.166					
YWHAQ	RAB14	P27348	P61106			Inf	Inf	STRING	0.166	0.166	0.166	0.166					
CCNB1	RAB14	P14635	P61106	 M		4	5	Provided	0	0	0.031519962	0.088784623	1	0	0	1.1	3.1
RAB5C	RAB14	P51148	P61106			Inf	Inf	STRING	0.081	0.081	0.081	0.081					
TBC1D4	RAB14	O60343	P61106			Inf	Inf	STRING	0.084	0.084	0.084	0.084					
CCNA2	RPL27	P20248	P61353	 G2	 M	3	4	Provided	0	0.046994269	0.097641834	0	2	0	1.6	3.4	0
RPS28	RPL27	P62857	P61353			Inf	Inf	STRING	0.96	0.96	0.96	0.96					
RPS19	RPL27	P39019	P61353			Inf	Inf	STRING	0.992	0.992	0.992	0.992					
RPS5	RPL27	P46782	P61353			Inf	Inf	STRING	0.977	0.977	0.977	0.977					
CCNB1	HNRNPK	P14635	P61978-2	 M		4	5	Provided	0	0	0.018127603	0.068260745	1	0	0	0.6	2.4
RAB14	YWHAG	P61106	P61981			Inf	Inf	STRING	0.166	0.166	0.166	0.166					
YWHAQ	YWHAG	P27348	P61981			Inf	Inf	STRING	0.319	0.319	0.319	0.319					
XPO1	YWHAG	O14980	P61981			Inf	Inf	STRING	0.041	0.041	0.041	0.041					
VCP	YWHAG	P55072	P61981			Inf	Inf	STRING	0.178	0.178	0.178	0.178					
YWHAZ	YWHAG	P63104	P61981			Inf	Inf	STRING	0.886	0.886	0.886	0.886					
ACTG1	YWHAG	P63261	P61981			Inf	Inf	STRING	0.082	0.082	0.082	0.082					
CCNA2	YWHAG	P20248	P61981	 S	 M	2	4	Provided	0	0.085016428	0.282880611	0	2	0	3	9.9	0
TBC1D4	YWHAG	O60343	P61981			Inf	Inf	STRING	0.131	0.131	0.131	0.131					
PPP2R1A	YWHAG	P30153	P61981			Inf	Inf	STRING	0.163	0.163	0.163	0.163					
RPS20	RPS8	B4DW28	P62241			Inf	Inf	STRING	0.963	0.963	0.963	0.963					
RPL31	RPS8	P62899	P62241			Inf	Inf	STRING	0.964	0.964	0.964	0.964					
RPS5	RPS8	P46782	P62241			Inf	Inf	STRING	0.991	0.991	0.991	0.991					
RPLP0	RPS8	P05388	P62241			Inf	Inf	STRING	0.99	0.99	0.99	0.99					
EIF4B	RPS8	P23588	P62241			Inf	Inf	STRING	0.052	0.052	0.052	0.052					
RPL27	RPS8	P61353	P62241			Inf	Inf	STRING	0.992	0.992	0.992	0.992					
RPL35A	RPS8	P18077	P62241			Inf	Inf	STRING	0.992	0.992	0.992	0.992					
RPL18	RPS8	Q07020	P62241			Inf	Inf	STRING	0.991	0.991	0.991	0.991					
RPL9	RPS8	P32969	P62241			Inf	Inf	STRING	0.991	0.991	0.991	0.991					
RPL23A	RPS8	A8MUS3	P62241			Inf	Inf	STRING	0.992	0.992	0.992	0.992					
RPS19	RPS8	P39019	P62241			Inf	Inf	STRING	0.999	0.999	0.999	0.999					
CCNA2	RPS8	P20248	P62241	 S	 G2	2	3	Provided	0	0.10665043	0.031028653	0	1	0	3.7	1.1	0
RPS28	RPS8	P62857	P62241			Inf	Inf	STRING	0.991	0.991	0.991	0.991					
RPL4	RPS11	P36578	P62280			Inf	Inf	STRING	0.992	0.992	0.992	0.992					
RPL18	RPS11	Q07020	P62280			Inf	Inf	STRING	0.992	0.992	0.992	0.992					
RPL35A	RPS11	P18077	P62280			Inf	Inf	STRING	0.992	0.992	0.992	0.992					
RPL27A	RPS11	P46776	P62280			Inf	Inf	STRING	0.992	0.992	0.992	0.992					
RPL21	RPS11	P46778	P62280			Inf	Inf	STRING	0.992	0.992	0.992	0.992					
RPL23A	RPS11	A8MUS3	P62280			Inf	Inf	STRING	0.992	0.992	0.992	0.992					
RPS8	RPS11	P62241	P62280			Inf	Inf	STRING	0.992	0.992	0.992	0.992					
SRP9	RPS11	P49458	P62280			Inf	Inf	STRING	0.857	0.857	0.857	0.857					
RPSA	RPS11	P08865	P62280			Inf	Inf	STRING	0.991	0.991	0.991	0.991					
RPL31	RPS11	P62899	P62280			Inf	Inf	STRING	0.963	0.963	0.963	0.963					
EIF4B	RPS11	P23588	P62280			Inf	Inf	STRING	0.263	0.263	0.263	0.263					
RPL14	RPS11	P50914	P62280			Inf	Inf	STRING	0.991	0.991	0.991	0.991					
RPS28	RPS11	P62857	P62280			Inf	Inf	STRING	0.998	0.998	0.998	0.998					
RPL27	RPS11	P61353	P62280			Inf	Inf	STRING	0.992	0.992	0.992	0.992					
RPL3	RPS11	P39023	P62280			Inf	Inf	STRING	0.991	0.991	0.991	0.991					
EIF3A	RPS11	Q14152	P62280			Inf	Inf	STRING	0.771	0.771	0.771	0.771					
RPL13A	RPS11	P40429	P62280			Inf	Inf	STRING	0.991	0.991	0.991	0.991					
RPS20	RPS11	B4DW28	P62280			Inf	Inf	STRING	0.998	0.998	0.998	0.998					
RPS17	RPS11	P08708	P62280			Inf	Inf	STRING	0.999	0.999	0.999	0.999					
RPL13	RPS11	P26373	P62280			Inf	Inf	STRING	0.992	0.992	0.992	0.992					
RPS21	RPS11	P63220	P62280			Inf	Inf	STRING	0.998	0.998	0.998	0.998					
RPL10A	RPS11	P62906	P62280			Inf	Inf	STRING	0.992	0.992	0.992	0.992					
RPLP0	RPS11	P05388	P62280			Inf	Inf	STRING	0.99	0.99	0.99	0.99					
